Sex,Division,Event,Year,Points,Shift
Men,NAIA,Long Jump,2013,873,No
Men,NAIA,Long Jump,2014,892,No
Men,NAIA,Long Jump,2015,904,No
Men,NAIA,Long Jump,2016,916,No
Men,NAIA,Long Jump,2017,918,No
Men,NAIA,Long Jump,2018,919,No
Men,NAIA,Long Jump,2019,926,No
Men,NAIA,Long Jump,2021,922,No
Men,NAIA,Long Jump,2022,923,No
Men,NAIA,Long Jump,2023,937,No
Men,NAIA,Pole Vault,2010,827,No
Men,NAIA,Pole Vault,2011,833,No
Men,NAIA,Pole Vault,2012,835,No
Men,NAIA,Pole Vault,2013,841,No
Men,NAIA,Pole Vault,2014,831,No
Men,NAIA,Pole Vault,2015,818,No
Men,NAIA,Pole Vault,2016,795,No
Men,NAIA,Pole Vault,2017,825,No
Men,NAIA,Pole Vault,2018,828,No
Men,NAIA,Pole Vault,2019,847,No
Men,NAIA,Pole Vault,2021,827,No
Men,NAIA,Pole Vault,2022,829,No
Men,NAIA,Pole Vault,2023,841,No
Men,NAIA,Shot Put,2010,797,No
Men,NAIA,Shot Put,2011,812,No
Men,NAIA,Shot Put,2012,818,No
Men,NAIA,Shot Put,2013,800,No
Men,NAIA,Shot Put,2014,800,No
Men,NAIA,Shot Put,2015,814,No
Men,NAIA,Shot Put,2016,804,No
Men,NAIA,Shot Put,2017,814,No
Men,NAIA,Shot Put,2018,828,No
Men,NAIA,Shot Put,2019,822,No
Men,NAIA,Shot Put,2021,825,No
Men,NAIA,Shot Put,2022,829,No
Men,NAIA,Shot Put,2023,835,No
Men,NAIA,Triple Jump,2010,806,No
Men,NAIA,Triple Jump,2011,828,No
Men,NAIA,Triple Jump,2012,823,No
Men,NAIA,Triple Jump,2013,801,No
Men,NAIA,Triple Jump,2014,807,No
Men,NAIA,Triple Jump,2015,822,No
Men,NAIA,Triple Jump,2016,823,No
Men,NAIA,Triple Jump,2017,831,No
Men,NAIA,Triple Jump,2018,848,No
Men,NAIA,Triple Jump,2019,844,No
Men,NAIA,Triple Jump,2021,839,No
Men,NAIA,Triple Jump,2022,846,No
Men,NAIA,Triple Jump,2023,849,No
Men,NCAA D-I,10000m,2010,1015,No
Men,NCAA D-I,10000m,2011,1007,No
Men,NCAA D-I,10000m,2012,1016,No
Men,NCAA D-I,10000m,2013,1003,No
Men,NCAA D-I,10000m,2014,1021,No
Men,NCAA D-I,10000m,2015,1017,No
Men,NCAA D-I,10000m,2016,1014,No
Men,NCAA D-I,10000m,2017,1019,No
Men,NCAA D-I,10000m,2018,1018,No
Men,NCAA D-I,10000m,2019,1032,No
Men,NCAA D-I,10000m,2021,1054,No
Men,NCAA D-I,10000m,2022,1074,No
Men,NCAA D-I,10000m,2023,1073,No
Men,NCAA D-I,100m,2010,1081,No
Men,NCAA D-I,100m,2011,1097,No
Men,NCAA D-I,100m,2012,1098,No
Men,NCAA D-I,100m,2013,1090,No
Men,NCAA D-I,100m,2014,1103,No
Men,NCAA D-I,100m,2015,1108,No
Men,NCAA D-I,100m,2016,1101,No
Men,NCAA D-I,100m,2017,1124,No
Men,NCAA D-I,100m,2018,1120,No
Men,NCAA D-I,100m,2019,1120,No
Men,NCAA D-I,100m,2021,1124,No
Men,NCAA D-I,100m,2022,1152,No
Men,NCAA D-I,100m,2023,1149,No
Men,NCAA D-I,1500m,2010,1059,No
Men,NCAA D-I,1500m,2011,1054,No
Men,NCAA D-I,1500m,2012,1061,No
Men,NCAA D-I,1500m,2013,1061,No
Men,NCAA D-I,1500m,2014,1062,No
Men,NCAA D-I,1500m,2015,1071,No
Men,NCAA D-I,1500m,2016,1067,No
Men,NCAA D-I,1500m,2017,1065,No
Men,NCAA D-I,1500m,2018,1067,No
Men,NCAA D-I,1500m,2019,1061,No
Men,NCAA D-I,1500m,2021,1099,No
Men,NCAA D-I,1500m,2022,1104,No
Men,NCAA D-I,1500m,2023,1104,No
Men,NCAA D-I,200m,2010,1088,No
Men,NCAA D-I,200m,2011,1093,No
Men,NCAA D-I,200m,2012,1102,No
Men,NCAA D-I,200m,2013,1093,No
Men,NCAA D-I,200m,2014,1107,No
Men,NCAA D-I,200m,2015,1107,No
Men,NCAA D-I,200m,2016,1110,No
Men,NCAA D-I,200m,2017,1123,No
Men,NCAA D-I,200m,2018,1127,No
Men,NCAA D-I,200m,2019,1115,No
Men,NCAA D-I,200m,2021,1127,No
Men,NCAA D-I,200m,2022,1147,No
Men,NCAA D-I,200m,2023,1146,No
Men,NCAA D-I,400m,2010,1080,No
Men,NCAA D-I,400m,2011,1082,No
Men,NCAA D-I,400m,2012,1086,No
Men,NCAA D-I,400m,2013,1077,No
Men,NCAA D-I,400m,2014,1081,No
Men,NCAA D-I,400m,2015,1086,No
Men,NCAA D-I,400m,2016,1092,No
Men,NCAA D-I,400m,2017,1097,No
Men,NCAA D-I,400m,2018,1098,No
Men,NCAA D-I,400m,2019,1097,No
Men,NCAA D-I,400m,2021,1105,No
Men,NCAA D-I,400m,2022,1115,No
Men,NCAA D-I,400m,2023,1126,No
Men,NCAA D-I,5000m,2010,1021,No
Men,NCAA D-I,5000m,2011,1020,No
Men,NCAA D-I,5000m,2012,1024,No
Men,NCAA D-I,5000m,2013,1018,No
Men,NCAA D-I,5000m,2014,1022,No
Men,NCAA D-I,5000m,2015,1025,No
Men,NCAA D-I,5000m,2016,1025,No
Men,NCAA D-I,5000m,2017,1021,No
Men,NCAA D-I,5000m,2018,1030,No
Men,NCAA D-I,5000m,2019,1030,No
Men,NCAA D-I,5000m,2021,1061,No
Men,NCAA D-I,5000m,2022,1079,No
Men,NCAA D-I,5000m,2023,1066,No
Men,NCAA D-I,800m,2010,1057,No
Men,NCAA D-I,800m,2011,1055,No
Men,NCAA D-I,800m,2012,1063,No
Men,NCAA D-I,800m,2013,1051,No
Men,NCAA D-I,800m,2014,1059,No
Men,NCAA D-I,800m,2015,1073,No
Men,NCAA D-I,800m,2016,1079,No
Men,NCAA D-I,800m,2017,1072,No
Men,NCAA D-I,800m,2018,1066,No
Men,NCAA D-I,800m,2019,1063,No
Men,NCAA D-I,800m,2021,1072,No
Men,NCAA D-I,800m,2022,1082,No
Men,NCAA D-I,800m,2023,1085,No
Men,NCAA D-I,Discus,2010,964,No
Men,NCAA D-I,Discus,2011,964,No
Men,NCAA D-I,Discus,2012,968,No
Men,NCAA D-I,Discus,2013,983,No
Men,NCAA D-I,Discus,2014,1003,No
Men,NCAA D-I,Discus,2015,995,No
Men,NCAA D-I,Discus,2016,992,No
Men,NCAA D-I,Discus,2017,995,No
Men,NCAA D-I,Discus,2018,990,No
Men,NCAA D-I,Discus,2019,990,No
Men,NCAA D-I,Discus,2021,994,No
Men,NCAA D-I,Discus,2022,1017,No
Men,NCAA D-I,Discus,2023,1019,No
Men,NCAA D-I,High Jump,2010,1033,No
Men,NCAA D-I,High Jump,2011,1041,No
Men,NCAA D-I,High Jump,2012,1045,No
Men,NCAA D-I,High Jump,2013,1044,No
Men,NCAA D-I,High Jump,2014,1043,No
Men,NCAA D-I,High Jump,2015,1037,No
Men,NCAA D-I,High Jump,2016,1050,No
Men,NCAA D-I,High Jump,2017,1039,No
Men,NCAA D-I,High Jump,2018,1052,No
Men,NCAA D-I,High Jump,2019,1044,No
Men,NCAA D-I,High Jump,2021,1044,No
Men,NCAA D-I,High Jump,2022,1041,No
Men,NCAA D-I,High Jump,2023,1031,No
Men,NCAA D-I,Javelin,2010,918,No
Men,NCAA D-I,Javelin,2011,929,No
Men,NCAA D-I,Javelin,2012,930,No
Men,NCAA D-I,Javelin,2013,927,No
Men,NCAA D-I,Javelin,2014,926,No
Men,NCAA D-I,Javelin,2015,935,No
Men,NCAA D-I,Javelin,2016,944,No
Men,NCAA D-I,Javelin,2017,933,No
Men,NCAA D-I,Javelin,2018,928,No
Men,NCAA D-I,Javelin,2019,923,No
Men,NCAA D-I,Javelin,2021,935,No
Men,NCAA D-I,Javelin,2022,941,No
Men,NCAA D-I,Javelin,2023,944,No
Men,NCAA D-I,Long Jump,2010,1050,No
Men,NCAA D-I,Long Jump,2011,1057,No
Men,NCAA D-I,Long Jump,2012,1056,No
Men,NCAA D-I,Long Jump,2013,1047,No
Men,NCAA D-I,Long Jump,2014,1054,No
Men,NCAA D-I,Long Jump,2015,1046,No
Men,NCAA D-I,Long Jump,2016,1064,No
Men,NCAA D-I,Long Jump,2017,1072,No
Men,NCAA D-I,Long Jump,2018,1080,No
Men,NCAA D-I,Long Jump,2019,1066,No
Men,NCAA D-I,Long Jump,2021,1076,No
Men,NCAA D-I,Long Jump,2022,1078,No
Men,NCAA D-I,Long Jump,2023,1083,No
Men,NCAA D-I,Pole Vault,2010,1050,No
Men,NCAA D-I,Pole Vault,2011,1048,No
Men,NCAA D-I,Pole Vault,2012,1063,No
Men,NCAA D-I,Pole Vault,2013,1064,No
Men,NCAA D-I,Pole Vault,2014,1069,No
Men,NCAA D-I,Pole Vault,2015,1065,No
Men,NCAA D-I,Pole Vault,2016,1066,No
Men,NCAA D-I,Pole Vault,2017,1061,No
Men,NCAA D-I,Pole Vault,2018,1071,No
Men,NCAA D-I,Pole Vault,2019,1067,No
Men,NCAA D-I,Pole Vault,2021,1074,No
Men,NCAA D-I,Pole Vault,2022,1070,No
Men,NCAA D-I,Pole Vault,2023,1080,No
Men,NCAA D-I,Shot Put,2010,987,No
Men,NCAA D-I,Shot Put,2011,985,No
Men,NCAA D-I,Shot Put,2012,1004,No
Men,NCAA D-I,Shot Put,2013,1001,No
Men,NCAA D-I,Shot Put,2014,1027,No
Men,NCAA D-I,Shot Put,2015,1033,No
Men,NCAA D-I,Shot Put,2016,1021,No
Men,NCAA D-I,Shot Put,2017,1029,No
Men,NCAA D-I,Shot Put,2018,1032,No
Men,NCAA D-I,Shot Put,2019,1040,No
Men,NCAA D-I,Shot Put,2021,1049,No
Men,NCAA D-I,Shot Put,2022,1044,No
Men,NCAA D-I,Shot Put,2023,1047,No
Men,NCAA D-I,Triple Jump,2010,1009,No
Men,NCAA D-I,Triple Jump,2011,1016,No
Men,NCAA D-I,Triple Jump,2012,1014,No
Men,NCAA D-I,Triple Jump,2013,1007,No
Men,NCAA D-I,Triple Jump,2014,1005,No
Men,NCAA D-I,Triple Jump,2015,1022,No
Men,NCAA D-I,Triple Jump,2016,1023,No
Men,NCAA D-I,Triple Jump,2017,1030,No
Men,NCAA D-I,Triple Jump,2018,1029,No
Men,NCAA D-I,Triple Jump,2019,1020,No
Men,NCAA D-I,Triple Jump,2021,1036,No
Men,NCAA D-I,Triple Jump,2022,1031,No
Men,NCAA D-I,Triple Jump,2023,1030,No
Men,NCAA D-II,10000m,2010,872,No
Men,NCAA D-II,10000m,2011,874,No
Men,NCAA D-II,10000m,2012,884,No
Men,NCAA D-II,10000m,2013,886,No
Men,NCAA D-II,10000m,2014,898,No
Men,NCAA D-II,10000m,2015,884,No
Men,NCAA D-II,10000m,2016,906,No
Men,NCAA D-II,10000m,2017,899,No
Men,NCAA D-II,10000m,2018,879,No
Men,NCAA D-II,10000m,2019,896,No
Men,NCAA D-II,10000m,2021,941,No
Men,NCAA D-II,10000m,2022,962,No
Men,NCAA D-II,10000m,2023,962,No
Men,NCAA D-II,100m,2010,986,No
Men,NCAA D-II,100m,2011,1003,No
Men,NCAA D-II,100m,2012,1000,No
Men,NCAA D-II,100m,2013,1015,No
Men,NCAA D-II,100m,2014,996,No
Men,NCAA D-II,100m,2015,1010,No
Men,NCAA D-II,100m,2016,1022,No
Men,NCAA D-II,100m,2017,1026,No
Men,NCAA D-II,100m,2018,1022,No
Men,NCAA D-II,100m,2019,1020,No
Men,NCAA D-II,100m,2021,1020,No
Men,NCAA D-II,100m,2022,1053,No
Men,NCAA D-II,100m,2023,1070,No
Men,NCAA D-II,1500m,2010,935,No
Men,NCAA D-II,1500m,2011,933,No
Men,NCAA D-II,1500m,2012,950,No
Men,NCAA D-II,1500m,2013,942,No
Men,NCAA D-II,1500m,2014,953,No
Men,NCAA D-II,1500m,2015,960,No
Men,NCAA D-II,1500m,2016,966,No
Men,NCAA D-II,1500m,2017,969,No
Men,NCAA D-II,1500m,2018,961,No
Men,NCAA D-II,1500m,2019,962,No
Men,NCAA D-II,1500m,2021,994,No
Men,NCAA D-II,1500m,2022,1011,No
Men,NCAA D-II,1500m,2023,1005,No
Men,NCAA D-II,200m,2010,996,No
Men,NCAA D-II,200m,2011,1000,No
Men,NCAA D-II,200m,2012,997,No
Men,NCAA D-II,200m,2013,1009,No
Men,NCAA D-II,200m,2014,1002,No
Men,NCAA D-II,200m,2015,1004,No
Men,NCAA D-II,200m,2016,1018,No
Men,NCAA D-II,200m,2017,1022,No
Men,NCAA D-II,200m,2018,1022,No
Men,NCAA D-II,200m,2019,1028,No
Men,NCAA D-II,200m,2021,1017,No
Men,NCAA D-II,200m,2022,1038,No
Men,NCAA D-II,200m,2023,1055,No
Men,NCAA D-II,400m,2010,976,No
Men,NCAA D-II,400m,2011,974,No
Men,NCAA D-II,400m,2012,986,No
Men,NCAA D-II,400m,2013,983,No
Men,NCAA D-II,400m,2014,978,No
Men,NCAA D-II,400m,2015,986,No
Men,NCAA D-II,400m,2016,993,No
Men,NCAA D-II,400m,2017,994,No
Men,NCAA D-II,400m,2018,997,No
Men,NCAA D-II,400m,2019,996,No
Men,NCAA D-II,400m,2021,971,No
Men,NCAA D-II,400m,2022,998,No
Men,NCAA D-II,400m,2023,1011,No
Men,NCAA D-II,5000m,2010,875,No
Men,NCAA D-II,5000m,2011,881,No
Men,NCAA D-II,5000m,2012,882,No
Men,NCAA D-II,5000m,2013,880,No
Men,NCAA D-II,5000m,2014,892,No
Men,NCAA D-II,5000m,2015,891,No
Men,NCAA D-II,5000m,2016,898,No
Men,NCAA D-II,5000m,2017,893,No
Men,NCAA D-II,5000m,2018,900,No
Men,NCAA D-II,5000m,2019,894,No
Men,NCAA D-II,5000m,2021,948,No
Men,NCAA D-II,5000m,2022,951,No
Men,NCAA D-II,5000m,2023,951,No
Men,NCAA D-II,800m,2010,944,No
Men,NCAA D-II,800m,2011,939,No
Men,NCAA D-II,800m,2012,957,No
Men,NCAA D-II,800m,2013,961,No
Men,NCAA D-II,800m,2014,954,No
Men,NCAA D-II,800m,2015,968,No
Men,NCAA D-II,800m,2016,973,No
Men,NCAA D-II,800m,2017,969,No
Men,NCAA D-II,800m,2018,977,No
Men,NCAA D-II,800m,2019,972,No
Men,NCAA D-II,800m,2021,975,No
Men,NCAA D-II,800m,2022,1002,No
Men,NCAA D-II,800m,2023,1001,No
Men,NCAA D-II,Discus,2010,847,No
Men,NCAA D-II,Discus,2011,862,No
Men,NCAA D-II,Discus,2012,856,No
Men,NCAA D-II,Discus,2013,867,No
Men,NCAA D-II,Discus,2014,858,No
Men,NCAA D-II,Discus,2015,871,No
Men,NCAA D-II,Discus,2016,867,No
Men,NCAA D-II,Discus,2017,871,No
Men,NCAA D-II,Discus,2018,878,No
Men,NCAA D-II,Discus,2019,884,No
Men,NCAA D-II,Discus,2021,884,No
Men,NCAA D-II,Discus,2022,885,No
Men,NCAA D-II,Discus,2023,880,No
Men,NCAA D-II,High Jump,2010,927,No
Men,NCAA D-II,High Jump,2011,936,No
Men,NCAA D-II,High Jump,2012,941,No
Men,NCAA D-II,High Jump,2013,929,No
Men,NCAA D-II,High Jump,2014,936,No
Men,NCAA D-II,High Jump,2015,940,No
Men,NCAA D-II,High Jump,2016,950,No
Men,NCAA D-II,High Jump,2017,943,No
Men,NCAA D-II,High Jump,2018,951,No
Men,NCAA D-II,High Jump,2019,946,No
Men,NCAA D-II,High Jump,2021,927,No
Men,NCAA D-II,High Jump,2022,955,No
Men,NCAA D-II,High Jump,2023,954,No
Men,NCAA D-II,Javelin,2010,771,No
Men,NCAA D-II,Javelin,2011,784,No
Men,NCAA D-II,Javelin,2012,790,No
Men,NCAA D-II,Javelin,2013,777,No
Men,NCAA D-II,Javelin,2014,782,No
Men,NCAA D-II,Javelin,2015,789,No
Men,NCAA D-II,Javelin,2016,780,No
Men,NCAA D-II,Javelin,2017,798,No
Men,NCAA D-II,Javelin,2018,789,No
Men,NCAA D-II,Javelin,2019,798,No
Men,NCAA D-II,Javelin,2021,786,No
Men,NCAA D-II,Javelin,2022,804,No
Men,NCAA D-II,Javelin,2023,812,No
Men,NCAA D-II,Long Jump,2010,936,No
Men,NCAA D-II,Long Jump,2011,947,No
Men,NCAA D-II,Long Jump,2012,958,No
Men,NCAA D-II,Long Jump,2013,966,No
Men,NCAA D-II,Long Jump,2014,959,No
Men,NCAA D-II,Long Jump,2015,967,No
Men,NCAA D-II,Long Jump,2016,973,No
Men,NCAA D-II,Long Jump,2017,975,No
Men,NCAA D-II,Long Jump,2018,980,No
Men,NCAA D-II,Long Jump,2019,977,No
Men,NCAA D-II,Long Jump,2021,979,No
Men,NCAA D-II,Long Jump,2022,985,No
Men,NCAA D-II,Long Jump,2023,993,No
Men,NCAA D-II,Pole Vault,2010,909,No
Men,NCAA D-II,Pole Vault,2011,906,No
Men,NCAA D-II,Pole Vault,2012,902,No
Men,NCAA D-II,Pole Vault,2013,932,No
Men,NCAA D-II,Pole Vault,2014,924,No
Men,NCAA D-II,Pole Vault,2015,935,No
Men,NCAA D-II,Pole Vault,2016,934,No
Men,NCAA D-II,Pole Vault,2017,944,No
Men,NCAA D-II,Pole Vault,2018,940,No
Men,NCAA D-II,Pole Vault,2019,943,No
Men,NCAA D-II,Pole Vault,2021,949,No
Men,NCAA D-II,Pole Vault,2022,940,No
Men,NCAA D-II,Pole Vault,2023,951,No
Men,NCAA D-II,Shot Put,2010,877,No
Men,NCAA D-II,Shot Put,2011,867,No
Men,NCAA D-II,Shot Put,2012,870,No
Men,NCAA D-II,Shot Put,2013,886,No
Men,NCAA D-II,Shot Put,2014,883,No
Men,NCAA D-II,Shot Put,2015,884,No
Men,NCAA D-II,Shot Put,2016,890,No
Men,NCAA D-II,Shot Put,2017,897,No
Men,NCAA D-II,Shot Put,2018,907,No
Men,NCAA D-II,Shot Put,2019,927,No
Men,NCAA D-II,Shot Put,2021,921,No
Men,NCAA D-II,Shot Put,2022,914,No
Men,NCAA D-II,Shot Put,2023,919,No
Men,NCAA D-II,Triple Jump,2010,881,No
Men,NCAA D-II,Triple Jump,2011,887,No
Men,NCAA D-II,Triple Jump,2012,901,No
Men,NCAA D-II,Triple Jump,2013,907,No
Men,NCAA D-II,Triple Jump,2014,900,No
Men,NCAA D-II,Triple Jump,2015,903,No
Men,NCAA D-II,Triple Jump,2016,920,No
Men,NCAA D-II,Triple Jump,2017,920,No
Men,NCAA D-II,Triple Jump,2018,926,No
Men,NCAA D-II,Triple Jump,2019,920,No
Men,NCAA D-II,Triple Jump,2021,914,No
Men,NCAA D-II,Triple Jump,2022,920,No
Men,NCAA D-II,Triple Jump,2023,920,No
Men,NCAA D-III,10000m,2010,838,No
Men,NCAA D-III,10000m,2011,860,No
Men,NCAA D-III,10000m,2012,876,No
Men,NCAA D-III,10000m,2013,869,No
Men,NCAA D-III,10000m,2014,863,No
Men,NCAA D-III,10000m,2015,847,No
Men,NCAA D-III,10000m,2016,859,No
Men,NCAA D-III,10000m,2017,863,No
Men,NCAA D-III,10000m,2018,864,No
Men,NCAA D-III,10000m,2019,872,No
Men,NCAA D-III,10000m,2021,853,No
Men,NCAA D-III,10000m,2022,909,No
Men,NCAA D-III,10000m,2023,915,No
Men,NCAA D-III,100m,2010,929,No
Men,NCAA D-III,100m,2011,933,No
Men,NCAA D-III,100m,2012,951,No
Men,NCAA D-III,100m,2013,939,No
Men,NCAA D-III,100m,2014,956,No
Men,NCAA D-III,100m,2015,953,No
Men,NCAA D-III,100m,2016,957,No
Men,NCAA D-III,100m,2017,959,No
Men,NCAA D-III,100m,2018,957,No
Men,NCAA D-III,100m,2019,966,No
Men,NCAA D-III,100m,2021,958,No
Men,NCAA D-III,100m,2022,1005,No
Men,NCAA D-III,100m,2023,1004,No
Men,NCAA D-III,1500m,2010,915,No
Men,NCAA D-III,1500m,2011,926,No
Men,NCAA D-III,1500m,2012,928,No
Men,NCAA D-III,1500m,2013,925,No
Men,NCAA D-III,1500m,2014,932,No
Men,NCAA D-III,1500m,2015,934,No
Men,NCAA D-III,1500m,2016,936,No
Men,NCAA D-III,1500m,2017,931,No
Men,NCAA D-III,1500m,2018,927,No
Men,NCAA D-III,1500m,2019,925,No
Men,NCAA D-III,1500m,2021,932,No
Men,NCAA D-III,1500m,2022,972,No
Men,NCAA D-III,1500m,2023,980,No
Men,NCAA D-III,200m,2010,936,No
Men,NCAA D-III,200m,2011,933,No
Men,NCAA D-III,200m,2012,958,No
Men,NCAA D-III,200m,2013,941,No
Men,NCAA D-III,200m,2014,951,No
Men,NCAA D-III,200m,2015,958,No
Men,NCAA D-III,200m,2016,962,No
Men,NCAA D-III,200m,2017,970,No
Men,NCAA D-III,200m,2018,964,No
Men,NCAA D-III,200m,2019,968,No
Men,NCAA D-III,200m,2021,955,No
Men,NCAA D-III,200m,2022,990,No
Men,NCAA D-III,200m,2023,999,No
Men,NCAA D-III,400m,2010,928,No
Men,NCAA D-III,400m,2011,937,No
Men,NCAA D-III,400m,2012,942,No
Men,NCAA D-III,400m,2013,942,No
Men,NCAA D-III,400m,2014,938,No
Men,NCAA D-III,400m,2015,947,No
Men,NCAA D-III,400m,2016,953,No
Men,NCAA D-III,400m,2017,950,No
Men,NCAA D-III,400m,2018,947,No
Men,NCAA D-III,400m,2019,942,No
Men,NCAA D-III,400m,2021,931,No
Men,NCAA D-III,400m,2022,952,No
Men,NCAA D-III,400m,2023,975,No
Men,NCAA D-III,5000m,2010,843,No
Men,NCAA D-III,5000m,2011,850,No
Men,NCAA D-III,5000m,2012,866,No
Men,NCAA D-III,5000m,2013,865,No
Men,NCAA D-III,5000m,2014,869,No
Men,NCAA D-III,5000m,2015,858,No
Men,NCAA D-III,5000m,2016,869,No
Men,NCAA D-III,5000m,2017,866,No
Men,NCAA D-III,5000m,2018,866,No
Men,NCAA D-III,5000m,2019,870,No
Men,NCAA D-III,5000m,2021,860,No
Men,NCAA D-III,5000m,2022,901,No
Men,NCAA D-III,5000m,2023,918,No
Men,NCAA D-III,800m,2010,932,No
Men,NCAA D-III,800m,2011,936,No
Men,NCAA D-III,800m,2012,946,No
Men,NCAA D-III,800m,2013,935,No
Men,NCAA D-III,800m,2014,950,No
Men,NCAA D-III,800m,2015,949,No
Men,NCAA D-III,800m,2016,958,No
Men,NCAA D-III,800m,2017,947,No
Men,NCAA D-III,800m,2018,940,No
Men,NCAA D-III,800m,2019,935,No
Men,NCAA D-III,800m,2021,938,No
Men,NCAA D-III,800m,2022,962,No
Men,NCAA D-III,800m,2023,979,No
Men,NCAA D-III,Discus,2010,833,No
Men,NCAA D-III,Discus,2011,837,No
Men,NCAA D-III,Discus,2012,838,No
Men,NCAA D-III,Discus,2013,831,No
Men,NCAA D-III,Discus,2014,825,No
Men,NCAA D-III,Discus,2015,832,No
Men,NCAA D-III,Discus,2016,822,No
Men,NCAA D-III,Discus,2017,833,No
Men,NCAA D-III,Discus,2018,837,No
Men,NCAA D-III,Discus,2019,834,No
Men,NCAA D-III,Discus,2021,816,No
Men,NCAA D-III,Discus,2022,830,No
Men,NCAA D-III,Discus,2023,836,No
Men,NCAA D-III,High Jump,2010,893,No
Men,NCAA D-III,High Jump,2011,903,No
Men,NCAA D-III,High Jump,2012,912,No
Men,NCAA D-III,High Jump,2013,906,No
Men,NCAA D-III,High Jump,2014,912,No
Men,NCAA D-III,High Jump,2015,911,No
Men,NCAA D-III,High Jump,2016,900,No
Men,NCAA D-III,High Jump,2017,914,No
Men,NCAA D-III,High Jump,2018,919,No
Men,NCAA D-III,High Jump,2019,917,No
Men,NCAA D-III,High Jump,2021,896,No
Men,NCAA D-III,High Jump,2022,903,No
Men,NCAA D-III,High Jump,2023,901,No
Men,NCAA D-III,Javelin,2010,782,No
Men,NCAA D-III,Javelin,2011,778,No
Men,NCAA D-III,Javelin,2012,779,No
Men,NCAA D-III,Javelin,2013,791,No
Men,NCAA D-III,Javelin,2014,771,No
Men,NCAA D-III,Javelin,2015,768,No
Men,NCAA D-III,Javelin,2016,777,No
Men,NCAA D-III,Javelin,2017,776,No
Men,NCAA D-III,Javelin,2018,782,No
Men,NCAA D-III,Javelin,2019,764,No
Men,NCAA D-III,Javelin,2021,737,No
Men,NCAA D-III,Javelin,2022,758,No
Men,NCAA D-III,Javelin,2023,771,No
Men,NCAA D-III,Long Jump,2010,913,No
Men,NCAA D-III,Long Jump,2011,913,No
Men,NCAA D-III,Long Jump,2012,932,No
Men,NCAA D-III,Long Jump,2013,916,No
Men,NCAA D-III,Long Jump,2014,913,No
Men,NCAA D-III,Long Jump,2015,920,No
Men,NCAA D-III,Long Jump,2016,916,No
Men,NCAA D-III,Long Jump,2017,941,No
Men,NCAA D-III,Long Jump,2018,933,No
Men,NCAA D-III,Long Jump,2019,934,No
Men,NCAA D-III,Long Jump,2021,928,No
Men,NCAA D-III,Long Jump,2022,947,No
Men,NCAA D-III,Long Jump,2023,947,No
Men,NCAA D-III,Pole Vault,2010,895,No
Men,NCAA D-III,Pole Vault,2011,909,No
Men,NCAA D-III,Pole Vault,2012,918,No
Men,NCAA D-III,Pole Vault,2013,899,No
Men,NCAA D-III,Pole Vault,2014,897,No
Men,NCAA D-III,Pole Vault,2015,907,No
Men,NCAA D-III,Pole Vault,2016,905,No
Men,NCAA D-III,Pole Vault,2017,906,No
Men,NCAA D-III,Pole Vault,2018,910,No
Men,NCAA D-III,Pole Vault,2019,898,No
Men,NCAA D-III,Pole Vault,2021,889,No
Men,NCAA D-III,Pole Vault,2022,908,No
Men,NCAA D-III,Pole Vault,2023,906,No
Men,NCAA D-III,Shot Put,2010,849,No
Men,NCAA D-III,Shot Put,2011,853,No
Men,NCAA D-III,Shot Put,2012,860,No
Men,NCAA D-III,Shot Put,2013,858,No
Men,NCAA D-III,Shot Put,2014,862,No
Men,NCAA D-III,Shot Put,2015,860,No
Men,NCAA D-III,Shot Put,2016,861,No
Men,NCAA D-III,Shot Put,2017,859,No
Men,NCAA D-III,Shot Put,2018,856,No
Men,NCAA D-III,Shot Put,2019,861,No
Men,NCAA D-III,Shot Put,2021,839,No
Men,NCAA D-III,Shot Put,2022,848,No
Men,NCAA D-III,Shot Put,2023,859,No
Men,NCAA D-III,Triple Jump,2010,843,No
Men,NCAA D-III,Triple Jump,2011,858,No
Men,NCAA D-III,Triple Jump,2012,867,No
Men,NCAA D-III,Triple Jump,2013,852,No
Men,NCAA D-III,Triple Jump,2014,852,No
Men,NCAA D-III,Triple Jump,2015,859,No
Men,NCAA D-III,Triple Jump,2016,858,No
Men,NCAA D-III,Triple Jump,2017,870,No
Men,NCAA D-III,Triple Jump,2018,870,No
Men,NCAA D-III,Triple Jump,2019,867,No
Men,NCAA D-III,Triple Jump,2021,854,No
Men,NCAA D-III,Triple Jump,2022,869,No
Men,NCAA D-III,Triple Jump,2023,872,No
Men,World,10000m,2010,1142,No
Men,World,10000m,2011,1165,No
Men,World,10000m,2012,1169,No
Men,World,10000m,2013,1148,No
Men,World,10000m,2014,1139,No
Men,World,10000m,2015,1157,No
Men,World,10000m,2016,1166,No
Men,World,10000m,2017,1156,No
Men,World,10000m,2018,1139,No
Men,World,10000m,2019,1161,No
Men,World,10000m,2021,1176,No
Men,World,10000m,2022,1182,No
Men,World,10000m,2023,1173,No
Men,World,100m,2010,1162,No
Men,World,100m,2011,1175,No
Men,World,100m,2012,1179,No
Men,World,100m,2013,1175,No
Men,World,100m,2014,1180,No
Men,World,100m,2015,1191,No
Men,World,100m,2016,1194,No
Men,World,100m,2017,1183,No
Men,World,100m,2018,1187,No
Men,World,100m,2019,1186,No
Men,World,100m,2021,1192,No
Men,World,100m,2022,1199,No
